tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-9900,United Cup,Hard,18,A,O,20260102,1,B0BI,,,Sebastian Baez,R,170,ARG,25.002,45,1145,MU94,,,Jaume Munar,R,183,ESP,28.652,33,1385,6-4 6-4,3,RR,103,0,2,71,46,27,15,10,4,6,7,0,52,39,25,6,10,2,6
2026-9900,United Cup,Hard,18,A,O,20260102,2,TE51,,,Stefanos Tsitsipas,R,193,GRE,27.381,36,1380,M0HU,,,Shintaro Mochizuki,R,175,JPN,22.576,99,647,6-3 6-4,3,RR,82,8,2,61,42,28,11,10,1,2,1,3,57,30,22,11,9,5,8
2026-9900,United Cup,Hard,18,A,O,20260103,3,Z371,,,Zhizhen Zhang,R,193,CHN,29.202,410,115,BU13,,,Zizou Bergs,R,185,BEL,26.574,42,1208,6-7(2) 7-6(3) 7-5,3,RR,173,12,0,108,71,59,21,18,0,0,18,5,126,75,58,29,18,9,10
2026-9900,United Cup,Hard,18,A,O,20260103,4,W367,,,Stan Wawrinka,R,183,SUI,40.756,157,397,RC91,,,Arthur Rinderknech,R,196,FRA,30.437,29,1527,5-7 7-6(5) 7-6(5),3,RR,198,6,2,120,68,53,31,18,2,4,17,5,111,61,50,32,18,6,7
2026-9900,United Cup,Hard,18,A,O,20260103,5,B0BI,,,Sebastian Baez,R,170,ARG,25.002,45,1145,FB98,,,Taylor Fritz,R,196,USA,28.17,6,4085,4-6 7-5 6-4,3,RR,153,4,0,107,80,51,16,16,8,11,23,2,102,56,43,21,16,4,8
2026-9900,United Cup,Hard,18,A,O,20260103,6,RH16,,,Casper Ruud,R,183,NOR,27.02,12,2825,DH58,,,Alex de Minaur,R,183,AUS,26.864,7,4080,6-3 6-3,3,RR,93,6,3,66,47,37,8,9,5,5,2,8,66,36,23,14,9,7,10
2026-9900,United Cup,Hard,18,A,O,20260104,7,HD68,,,Billy Harris,R,193,GBR,30.927,128,482,M0HU,,,Shintaro Mochizuki,R,175,JPN,22.576,99,647,7-6(4) 6-3,3,RR,110,4,3,70,41,30,16,11,4,6,4,6,68,27,21,18,10,1,4
2026-9900,United Cup,Hard,18,A,O,20260104,8,Z355,,,Alexander Zverev,R,198,GER,28.693,3,5110,GJ37,,,Tallon Griekspoor,R,188,NED,29.492,26,1565,7-5 6-0,3,RR,69,15,0,48,36,32,6,9,2,2,3,3,43,30,19,3,9,0,4
2026-9900,United Cup,Hard,18,A,O,20260104,9,AG37,,,Felix Auger-Aliassime,R,193,CAN,25.407,5,4190,Z371,,,Zhizhen Zhang,R,193,CHN,29.218,410,115,6-4 6-4,3,RR,87,6,0,55,37,32,10,10,1,1,2,2,55,34,23,12,10,0,2
2026-339,Brisbane,Hard,32,250,O,20260104,1,TD51,,,Frances Tiafoe,R,188,USA,27.956,30,1500,V832,,,Aleksandar Vukic,R,188,AUS,29.747,84,708,6-2 6-2,3,R32,60,3,0,39,28,23,9,8,0,0,3,3,46,26,15,7,8,2,6
2026-339,Brisbane,Hard,32,250,O,20260104,2,T0HA,8,,Learner Tien,L,180,USA,20.09,28,1540,U182,,,Camilo Ugo Carabelli,R,185,ARG,26.552,49,1028,7-6(4) 6-3,3,R32,91,1,2,61,36,29,17,11,0,1,2,2,66,38,29,13,10,5,7
2026-9900,United Cup,Hard,18,A,O,20260104,10,C0E9,,,Flavio Cobolli,R,183,ITA,23.666,22,2000,W367,,,Stan Wawrinka,R,183,SUI,40.772,157,397,6-4 6-7(2) 7-6(4),3,RR,175,8,1,101,55,41,33,17,0,0,8,3,104,61,49,27,17,3,4
2026-336,Hong Kong,Hard,28,250,O,20260105,1,BT72,8,,Nuno Borges,R,185,POR,28.876,45,1120,D923,,,Damir Dzumhur,R,175,BIH,33.629,65,837,6-4 6-3,3,R32,75,5,1,51,40,27,4,9,3,5,1,5,69,41,24,11,10,3,8
2026-336,Hong Kong,Hard,28,250,O,20260105,2,C977,,,Marin Cilic,R,198,CRO,37.27,70,765,ME82,,,Adrian Mannarino,L,180,FRA,37.52,68,817,6-3 6-2,3,R32,84,9,3,56,27,24,15,9,1,1,0,0,49,36,22,5,8,3,6
2026-339,Brisbane,Hard,32,250,O,20260105,3,HB64,,,Quentin Halys,R,191,FRA,29.194,91,669,P09Z,,,Alexei Popyrin,R,196,AUS,26.42,50,1000,5-7 6-3 6-4,3,R32,114,15,2,79,58,52,9,16,1,2,13,2,84,54,41,16,15,3,5
2026-339,Brisbane,Hard,32,250,O,20260105,4,L0BV,3,,Jiri Lehecka,R,185,CZE,24.159,19,2075,M0FH,,,Tomas Machac,R,183,CZE,25.229,35,1360,6-4 6-7(5) 6-2,3,R32,144,8,0,88,63,50,16,15,2,2,8,5,109,71,50,17,15,2,5
2026-339,Brisbane,Hard,32,250,O,20260105,5,K0AH,,,Sebastian Korda,R,196,USA,25.503,46,1090,VA25,,,Valentin Vacherot,R,193,MON,27.138,31,1469,7-6(1) 6-3,3,R32,87,10,5,67,46,37,12,11,3,4,9,2,69,46,30,13,10,7,9
2026-339,Brisbane,Hard,32,250,O,20260105,6,MQ75,,,Kamil Majchrzak,R,183,POL,29.979,59,861,AE14,,,Daniel Altmaier,R,188,GER,27.316,44,1123,7-6(4) 6-0,3,R32,82,7,1,53,37,33,6,9,0,1,7,5,59,37,24,7,9,5,9
