tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1971-338,Sydney,Grass,64,A,19710111,1,B123,,,John Bartlett,R,188,AUS,22.82,,,F039,,,Rod Frawley,R,180,AUS,18.341,,,7-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,2,D079,,,Peter Doerner,R,,AUS,20.151,,,H0FX,,,Howard Humphries,,,AUS,,,,3-6 7-5 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,3,G070,,,Alvin Gardiner,R,,AUS,19.915,,,T096,,,Graeme Thomson,R,,AUS,,,,6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,4,H136,,,Keith Hancock,R,,AUS,17.936,,,K101,,,Junjo Kawamuri,R,,JPN,29.131,,,6-3 7-6,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,5,K002,,,Jun Kamiwazumi,R,,JPN,23.28,,,C695,,,Max Cocks,,,AUS,,,,7-5 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,6,K137,,,Takeshi Koura,R,,JPN,,,,M0KE,,,D. Morgan,,,AUS,,,,6-2 7-6,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,7,L062,,,Cliff Letcher,R,,AUS,18.921,,,MO82,,,Elwyn McCabe,,,AUS,,,,6-3 5-7 7-5,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,8,M281,,,Allan McDonald,R,,AUS,19.866,,,D140,,,William Durham,R,,AUS,,,,6-3 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,9,P148,,,Greg Perkins,R,,AUS,,,,S103,,,Toshiro Sakai,R,,JPN,23.135,,,6-3 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,10,P187,,,Geoff Pollard,R,,AUS,,,,H189,,,Alan Haswell,R,,AUS,,,,7-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,11,R163,,,Mervyn Rose,L,,AUS,40.966,,,MT52,,,W. Marsden,,,,,,,6-2 7-6,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,12,S244,,,Colin Stubs,R,,AUS,29.87,,,D141,,,Tony Dawson,R,,AUS,,,,6-3 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,13,W101,,,Jim Ward,R,,USA,21.457,,,S0PH,,,Lindsay Straney,,,AUS,,,,1-6 6-1 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,14,W006,,,Kim Warwick,R,183,AUS,18.76,,,B227,,,John Brown,R,,AUS,30.5,,,6-1 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,15,W081,,,Steve Wedderburn,R,,AUS,,,,F0E7,,,Garry Forbes,,,AUS,,,,4-6 6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,16,W347,,,Ray Wilson,,,AUS,,,,D0FR,,,Paul Deuble,,,AUS,,,,6-4 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,17,A014,,,John Alexander,R,191,AUS,19.524,,,G070,,,Alvin Gardiner,R,,AUS,19.915,,,6-1 6-3 6-4,5,R32,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,18,A060,,,Mal Anderson,R,,AUS,35.86,,,D079,,,Peter Doerner,R,,AUS,20.151,,,6-4 6-3 6-0,5,R32,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,19,B106,,,Syd Ball,R,188,AUS,20.964,,,H136,,,Keith Hancock,R,,AUS,17.936,,,6-2 6-4 6-2,5,R32,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,20,C020,,,Ross Case,R,,AUS,19.195,,,W101,,,Jim Ward,R,,USA,21.457,,,6-3 6-4 7-5,5,R32,,,,,,,,,,,,,,,,,,,
1971-338,Sydney,Grass,64,A,19710111,21,C083,,,Jean-Baptiste Chanfreau,R,,FRA,23.984,,,M281,,,Allan McDonald,R,,AUS,19.866,,,6-3 6-3 6-3,5,R32,,,,,,,,,,,,,,,,,,,
